district,tip_doma,jk,year,floor,area,toilet,parking,status,num_rooms,price
Алматы,кирпичный,,2017,3,"34.9 м², Площадь кухни — 18 м²",совмещенный,,"не новый, но аккуратный ремонт",1,12 400 000〒
Алматы,кирпичный,TAMASHA,2025,7,"39.65 м², Площадь кухни — 10.84 м²",,паркинг,,1,28 500 000〒
,кирпичный,,2010,3,51 м²,,,,2,24 900 000〒
Есильский,монолитный,Athletic,2021,10,45 м²,,,требует ремонта,1,30 000 000〒
Алматы,монолитный,Магистральный,2013,5,52.5 м²,раздельный,,,1,24 000 000〒
Нура,монолитный,Respublika,2025,8,43 м²,,,свежий ремонт,2,31 900 000〒
Сарайшык,кирпичный,DAUYLPAZ,2025,4,40 м²,,паркинг,,2,32 000 000〒
Сарайшык,монолитный,Highvill Ishim,2018,20,"135 м², Площадь кухни — 14.9 м²",2 с/у и более,,,4,115 000 000〒
Нура,монолитный,Dastur,2022,9,"70 м², Площадь кухни — 10 м²",,паркинг,,3,51 000 000〒
Нура,монолитный,Uly Dala Park | Life,2026,8,"98.37 м², Площадь кухни — 13.17 м²",,,,3,52 200 000〒
Нура,кирпичный,Onyx Comfort,2024,7,90 м²,,паркинг,,3,27 000 000〒
Сарайшык,монолитный,Tasty,2026,10,23 м²,,,свежий ремонт,1,14 500 000〒
Есильский,монолитный,Atlant,2025,5,123 м²,,,свежий ремонт,3,153 000 000〒
Алматы,кирпичный,,2009,7,110 м²,раздельный,,,3,50 000 000〒
Есильский,монолитный,Ainabulaq,2022,2,41 м²,,,свежий ремонт,2,28 400 000〒
Есильский,монолитный,Кок жайлау,2022,9,"86 м², Площадь кухни — 14 м²",2 с/у и более,,,3,63 000 000〒
Алматы,панельный,,1984,3,"20.2 м², Площадь кухни — 20.2 м²",,,,1,8 000 000〒
Алматы,панельный,,1975,2,"48 м², Площадь кухни — 9 м²",раздельный,,"не новый, но аккуратный ремонт",2,19 500 000〒
Есильский,монолитный,Кок жайлау,2022,9,"86 м², Площадь кухни — 14 м²",2 с/у и более,,,3,63 000 000〒
Алматы,панельный,,1984,3,"20.2 м², Площадь кухни — 20.2 м²",,,,1,8 000 000〒
Алматы,панельный,,1975,2,"48 м², Площадь кухни — 9 м²",раздельный,,"не новый, но аккуратный ремонт",2,19 500 000〒
Есильский,монолитный,Nova City,2018,2,37 м²,,,,1,22 800 000〒
Нура,монолитный,New City Life,2025,14,"72.45 м², Площадь кухни — 12.7 м²",,,,2,38 500 000〒
Есильский,монолитный,GreenLine.Asyl Mura Abai,2021,12,63 м²,,,,2,55 000 000〒
Сарыарка,иной,Симфония,2008,4,"73.5 м², Площадь кухни — 12 м²",,,"не новый, но аккуратный ремонт",2,36 000 000〒
Есильский,монолитный,GreenLine.Зеленый квартал,2017,10,205 м²,,,свежий ремонт,4,160 000 000〒
Сарыарка,кирпичный,Тамыз,2010,15,35 м²,,,"не новый, но аккуратный ремонт",1,15 500 000〒
Сарыарка,монолитный,Гарант,2020,7,"36 м², Площадь кухни — 10.6 м²",совмещенный,,,1,20 000 000〒
Алматы,кирпичный,,2012,3,"42.6 м², Площадь кухни — 12.1 м²",совмещенный,,"не новый, но аккуратный ремонт",1,21 500 000〒
,монолитный,Eco Park,2025,13,50 м²,,,свежий ремонт,2,43 900 000〒
Алматы,кирпичный,Аксиома,2016,9,"44.8 м², Площадь кухни — 12.8 м²",совмещенный,,,1,27 800 000〒
Есильский,монолитный,Nexpo Trend,2025,15,104 м²,,,свежий ремонт,3,122 900 000〒
Сарайшык,монолитный,Namys,2026,,58.2 м²,совмещенный,,,2,
Алматы,кирпичный,"Баскару 2, 3, 4, 5",2022,8,18 м²,,,свежий ремонт,1,10 800 000〒
Есильский,монолитный,Expo Towers,2016,8,126 м²,раздельный,,,3,69 990 000〒
Алматы,кирпичный,Жасыл ел,2010,4,66 м²,,,свежий ремонт,3,38 900 000〒
Есильский,монолитный,Коркем 2,2017,18,"67 м², Площадь кухни — 16 м²",,,"не новый, но аккуратный ремонт",2,39 900 000〒
Алматы,монолитный,La Vie,2025,5,48.2 м²,,паркинг,,2,42 500 000〒
Нура,кирпичный,,2026,2,36.8 м²,совмещенный,,черновая отделка,2,13 800 000〒
Нура,монолитный,Сеным,2015,10,56.7 м²,,паркинг,,2,30 000 000〒
Нура,монолитный,Delta,2025,7,42.1 м²,,,черновая отделка,1,28 900 000〒
Алматы,панельный,,1972,2,"43 м², Площадь кухни — 6 м²",,,,2,19 700 000〒
Алматы,кирпичный,Viva Grand,2019,2,"107.5 м², Площадь кухни — 11.1 м²",,,свежий ремонт,3,61 000 000〒
Есильский,монолитный,Инфинити-1,2012,7,"81 м², Площадь кухни — 12 м²",2 с/у и более,,,3,42 000 000〒
Есильский,кирпичный,Sati Park House,2025,4,85 м²,,паркинг,,3,71 000 000〒
Есильский,монолитный,Arnau Premium,2016,10,80 м²,,паркинг,,2,68 000 000〒
Сарыарка,монолитный,Мкр Самал,2000,12,"90 м², Площадь кухни — 12 м²",,,свежий ремонт,3,49 500 000〒
Нура,монолитный,Eco Park,2025,11,50 м²,,,свежий ремонт,2,47 000 000〒
Есильский,кирпичный,Венский квартал,2019,2,44.3 м²,,,"не новый, но аккуратный ремонт",2,37 000 000〒
Есильский,кирпичный,AVIATOR ll,2024,3,"47.1 м², Площадь кухни — 4.8 м²",совмещенный,,,2,25 000 000〒
,монолитный,,2017,7,54.7 м²,,,,2,35 500 000〒
Есильский,,OLEN,2024,3,54 м²,,,,2,49 999 999〒
Алматы,монолитный,Сенатор Park,2020,5,103 м²,,паркинг,,3,55 500 000〒
Алматы,монолитный,Сенатор,2018,12,152.25 м²,,паркинг,,4,65 000 000〒
Алматы,кирпичный,Geneva 1,2025,3,50 м²,совмещенный,,,3,25 000 000〒
Нура,монолитный,Respublika,2025,8,43 м²,,,свежий ремонт,1,31 900 000〒
Сарайшык,монолитный,Muz Tau,2025,14,"45 м², Площадь кухни — 12 м²",совмещенный,,,2,28 500 000〒
Алматы,монолитный,Хайвил Астана,2012,3,98 м²,,паркинг,,3,71 000 000〒
Алматы,монолитный,Sunset Avenue,2023,6,"102 м², Площадь кухни — 14 м²",,,черновая отделка,3,75 000 000〒
Есильский,монолитный,Aqzam,2024,2,"62 м², Площадь кухни — 12 м²",,паркинг,,2,43 555 555〒
Алматы,кирпичный,,2009,3,"42 м², Площадь кухни — 5.1 м²",совмещенный,,,2,15 000 000〒
Есильский,монолитный,MoD. Urban,2025,8,70 м²,,,черновая отделка,2,54 990 000〒
Алматы,,,2015,9,"85 м², Площадь кухни — 12 м²",,,"не новый, но аккуратный ремонт",3,39 999 999〒
Сарыарка,кирпичный,,2006,8,"89.9 м², Площадь кухни — 18.6 м²",раздельный,,свежий ремонт,2,39 000 000〒
Сарайшык,кирпичный,Geneva 3,2026,3,35 м²,,,черновая отделка,1,21 000 000〒
Алматы,кирпичный,Viva Grand,2021,2,35 м²,совмещенный,,,1,19 000 000〒
Алматы,монолитный,Австрийский квартал,2019,9,"114 м², Площадь кухни — 20 м²",2 с/у и более,,,4,119 000 000〒
Нура,кирпичный,Dariya от NAK,2025,4,"35.34 м², Площадь кухни — 9.62 м²",,,свободная планировка,1,24 200 000〒
Сарайшык,монолитный,A-City,2025,3,43 м²,,паркинг,,2,22 900 000〒
Сарыарка,монолитный,Бурлин,2008,11,85.2 м²,2 с/у и более,,,2,36 000 000〒
Есильский,монолитный,Триумф Есиль,2020,10,65 м²,,паркинг,,2,39 500 000〒
Алматы,монолитный,Asqat,2020,4,"37 м², Площадь кухни — 7 м²",совмещенный,,,2,23 000 000〒
Нура,кирпичный,Manhattan,2018,7,110 м²,2 с/у и более,,,4,79 000 000〒
Нура,монолитный,Delta,2024,5,"120 м², Площадь кухни — 11.98 м²",,,свежий ремонт,4,91 000 000〒
Алматы,,,2015,8,"59.2 м², Площадь кухни — 10.7 м²",раздельный,,,2,28 500 000〒
Нура,монолитный,Delta,2025,10,41.7 м²,совмещенный,,,1,27 500 000〒
Сарайшык,кирпичный,Марс,2019,2,40 м²,,,,1,20 500 000〒
Сарыарка,кирпичный,Сапа 2007,2011,8,"105 м², Площадь кухни — 15 м²",,,свежий ремонт,3,48 000 000〒
Алматы,кирпичный,,2011,10,39.6 м²,,,,1,18 000 000〒
Нура,монолитный,GreenLine.Aura,2022,9,65.9 м²,,паркинг,,2,60 000 000〒
Есильский,монолитный,Promenade Expo,2017,8,45 м²,,,,1,29 500 000〒
Есильский,монолитный,Jetisu.Kerbez,2024,12,50 м²,совмещенный,,,2,32 000 000〒
Есильский,,Gold Land,2025,2,42 м²,,,,1,24 244 000〒
Алматы,кирпичный,,2008,6,128 м²,,,,4,55 500 000〒
Нура,монолитный,Respublika,2026,,38.1 м²,совмещенный,,,1,
Есильский,монолитный,Hazar,2023,4,49 м²,,паркинг,,1,32 500 000〒
Нура,монолитный,Respublika,2025,5,42 м²,,,свежий ремонт,2,32 500 000〒
Есильский,монолитный,Bosaga,2026,7,121 м²,,паркинг,,4,64 000 000〒
Нура,кирпичный,Baidaulet,2025,10,50.1 м²,раздельный,,,2,31 800 000〒
Сарыарка,кирпичный,Rio de Janeiro,2020,5,"52 м², Площадь кухни — 23 м²",,,свежий ремонт,2,29 700 000〒
Нура,монолитный,Саржайлау,2017,6,"45.3 м², Площадь кухни — 9 м²",,,свободная планировка,1,23 000 000〒
Нура,кирпичный,Canada,2021,2,"44.1 м², Площадь кухни — 14.2 м²",,,"не новый, но аккуратный ремонт",1,30 500 000〒
Нура,,,2021,9,"34 м², Площадь кухни — 9 м²",,,,1,27 000 000〒
Есильский,монолитный,На Водно-зелёном бульваре,2010,3,"132.7 м², Площадь кухни — 16.7 м²",,,требует ремонта,3,67 000 000〒
Сарайшык,,Хайвил Астана,2014,20,89.3 м²,2 с/у и более,,,3,75 000 000〒
